PROKKA_ERR688506_31009_SZAXPI022053-133_bin.20.faa_AGBEGIBB_00214	-	322	IPR010866_auto	-	428	3.7e-14	47.9	0.0	1	1	8.9e-17	4.5e-14	47.6	0.0	37	297	3	284	1	314	0.66	hypothetical	protein
PROKKA_ERR688575_31874_SZAXPI021632-21_bin.24.faa_DDDEOJBF_00753	-	335	IPR010866_auto	-	428	4.6e-25	84.7	3.6	1	1	1.1e-27	5e-25	84.6	3.6	36	316	1	318	1	335	0.60	hypothetical	protein
PROKKA_ERR688575_31874_SZAXPI021632-21_bin.24.faa_DDDEOJBF_00591	-	459	IPR010866_auto	-	428	9.1e-05	17.9	4.7	1	1	4e-07	0.00019	16.8	4.7	39	325	67	404	23	439	0.51	hypothetical	protein
PROKKA_ERR688544_31452_SZAXPI022050-111_bin.54.faa_CNLFDICK_00191	-	230	IPR010866_auto	-	428	0.00044	16.3	0.3	1	1	3.2e-07	0.00047	16.1	0.3	185	268	71	186	11	210	0.61	putative	ABC	transporter
PROKKA_ERR688519_31233_SZAXPI021947-169_bin.52.faa_JNHFALIE_00203	-	376	IPR010866_auto	-	428	3.2e-13	46.4	0.5	1	1	2.4e-16	3.6e-13	46.2	0.5	39	314	5	311	1	370	0.60	hypothetical	protein
PROKKA_ERR688545_31455_SZAXPI021725-37_bin.30.faa_ICAPKFKM_01121	-	220	IPR010866_auto	-	428	3.1e-14	50.0	1.5	1	1	1.9e-17	3.5e-14	49.9	1.5	190	331	35	186	6	215	0.60	hypothetical	protein
PROKKA_ERR688592_530054_SZAXPI021932-90_bin.62.faa_NECKLCGL_00721	-	411	IPR010866_auto	-	428	0.00039	17.4	1.9	1	1	1.5e-07	0.00045	17.2	1.9	205	343	152	326	22	386	0.59	hypothetical	protein
PROKKA_ERR688629_530705_SZAXPI021936-102_bin.43.faa_NJLMHLAN_02919	-	361	IPR010866_auto	-	428	3.6e-15	53.7	1.4	1	1	3.1e-18	4.5e-15	53.4	1.4	37	309	3	327	1	335	0.51	hypothetical	protein
PROKKA_ERR688629_530705_SZAXPI021936-102_bin.43.faa_NJLMHLAN_00708	-	501	IPR010866_auto	-	428	0.0039	14.1	0.1	1	1	4.7e-06	0.0069	13.3	0.1	177	268	94	203	15	233	0.66	Galactose/methyl	galactoside	import
PROKKA_ERR688562_31714_SZAXPI021964-62_bin.1.faa_HCOMNBJC_00334	-	366	IPR010866_auto	-	428	1.5e-16	57.3	2.5	1	1	1.2e-19	1.8e-16	57.1	2.5	36	324	1	322	1	361	0.57	hypothetical	protein
PROKKA_ERR688507_31021_SZAXPI022043-90_bin.51.faa_NDLALPMN_00783	-	324	IPR010866_auto	-	428	2e-13	47.5	0.0	1	1	1.2e-16	2.5e-13	47.2	0.0	37	297	3	286	1	309	0.64	hypothetical	protein
PROKKA_ERR688605_530215_SZAXPI022070-39_bin.16.faa_CALGEFBI_01049	-	314	IPR010866_auto	-	428	1.7e-09	34.7	0.0	1	1	1.6e-12	3.4e-09	33.6	0.0	38	301	3	278	1	308	0.59	hypothetical	protein
PROKKA_ERR688592_530054_SZAXPI021932-90_bin.23.faa_JFPFKGDB_00391	-	319	IPR010866_auto	-	428	5.9e-13	43.6	0.0	1	1	1.7e-15	7e-13	43.4	0.0	117	312	61	296	11	314	0.60	hypothetical	protein
PROKKA_ERR688585_530026_SZAXPI021930-88_bin.49.faa_MJEFDGEK_00201	-	359	IPR010866_auto	-	428	2.7e-17	57.3	1.5	1	1	1.2e-19	3.1e-17	57.2	1.5	36	318	1	303	1	355	0.60	hypothetical	protein
PROKKA_ERR688533_31360_SZAXPI022068-36_bin.30.faa_IFDJCNFB_01006	-	324	IPR010866_auto	-	428	6.7e-12	42.0	0.0	1	1	5.5e-15	8.1e-12	41.7	0.0	37	298	3	287	1	318	0.63	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_05790	-	374	IPR010866_auto	-	428	8e-19	68.1	5.9	1	1	3.2e-22	9.6e-19	67.9	5.9	36	334	1	341	1	372	0.53	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_13304	-	341	IPR010866_auto	-	428	1.7e-15	57.2	8.1	1	1	6.6e-19	2e-15	57.0	8.1	36	340	1	309	1	340	0.57	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_04111	-	331	IPR010866_auto	-	428	3.5e-14	52.8	0.1	1	1	1.3e-17	3.8e-14	52.7	0.1	135	314	100	295	1	321	0.56	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_13971	-	547	IPR010866_auto	-	428	0.001	18.4	1.9	1	2	0.058	1.7e+02	1.1	0.1	272	350	15	90	9	148	0.66	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_13971	-	547	IPR010866_auto	-	428	0.001	18.4	1.9	2	2	3.4e-07	0.001	18.4	1.9	233	342	391	512	261	543	0.66	hypothetical	protein
PROKKA_ERR710427_532779_RSZAXPI000650-17_bin.2.faa_MLPOAAHB_13970	-	385	IPR010866_auto	-	428	0.0098	15.1	0.5	1	1	3.6e-06	0.011	15.0	0.5	117	272	62	264	17	359	0.66	hypothetical	protein
PROKKA_ERR710428_532796_RSZAXPI000651-18_bin.20.faa_HCFOBMBK_00132	-	244	IPR010866_auto	-	428	0.0027	12.9	0.0	1	1	3.2e-06	0.0027	12.9	0.0	185	272	97	201	29	240	0.67	Choline	transport	ATP-binding
PROKKA_ERR688563_31723_SZAXPI022051-113_bin.39.faa_EKHCEOLK_00416	-	182	IPR010866_auto	-	428	8.6e-05	19.4	0.3	1	1	5.1e-08	0.00014	18.8	0.1	205	265	27	103	5	127	0.75	Histidine	biosynthesis	bifunctional
PROKKA_ERR688647_531416_SZAXPI021642-84_bin.5.faa_FOAGJFNP_00746	-	182	IPR010866_auto	-	428	7.9e-05	19.7	0.3	1	1	4.1e-08	0.00012	19.1	0.1	205	265	27	103	6	135	0.76	Histidine	biosynthesis	bifunctional
PROKKA_ERR688570_31868_SZAXPI021666-33_bin.32.faa_DJCPCGNI_01190	-	275	IPR010866_auto	-	428	0.00087	15.5	0.1	1	1	6e-07	0.0011	15.2	0.1	183	268	29	141	5	193	0.65	Methionine	import	ATP-binding
PROKKA_ERR688507_31021_SZAXPI022043-90_bin.25.faa_FHLPABHM_00358	-	361	IPR010866_auto	-	428	5.4e-14	49.7	0.6	1	1	2.8e-17	7e-14	49.3	0.6	36	308	7	325	1	326	0.47	hypothetical	protein
PROKKA_ERR688538_31424_SZAXPI021925-43_bin.75.faa_ADLLOFDN_01163	-	637	IPR010866_auto	-	428	1.4e-06	24.4	1.6	1	1	1.9e-09	2.7e-06	23.5	1.5	117	317	230	511	195	634	0.56	hypothetical	protein
PROKKA_ERR688604_530185_SZAXPI021722-32_bin.38.faa_ILOFDIOB_01911	-	314	IPR010866_auto	-	428	1.6e-09	34.7	0.0	1	1	1.7e-12	3.5e-09	33.5	0.0	38	301	3	278	1	308	0.55	hypothetical	protein
PROKKA_ERR688546_31477_SZAXPI022080-95_bin.50.faa_JMMMCPEK_02482	-	388	IPR010866_auto	-	428	0.0015	15.6	0.0	1	1	5.3e-07	0.0016	15.4	0.0	162	337	127	335	21	385	0.63	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.11.faa_COEOGJCC_00050	-	322	IPR010866_auto	-	428	1.2e-13	48.0	0.0	1	1	8.2e-17	1.5e-13	47.7	0.0	37	298	3	285	1	319	0.66	hypothetical	protein
PROKKA_ERR688603_530177_SZAXPI021962-45_bin.21.faa_BJLIDCFF_00081	-	314	IPR010866_auto	-	428	2e-09	34.4	0.0	1	1	2.3e-12	4.8e-09	33.1	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
PROKKA_ERR688575_31874_SZAXPI021632-21_bin.44.faa_BCBIANIK_00333	-	211	IPR010866_auto	-	428	0.012	12.9	0.2	1	1	3.5e-06	0.014	12.7	0.2	147	255	12	138	3	183	0.71	Malonyl-[acyl-carrier	protein]	O-methyltransferase
PROKKA_ERR688597_530142_SZAXPI021929-87_bin.33.faa_ALKCDOMP_01287	-	314	IPR010866_auto	-	428	1.8e-09	34.4	0.0	1	1	2.3e-12	4.4e-09	33.1	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
PROKKA_ERR688514_31160_SZAXPI021961-43_bin.32.faa_PHKBIAKJ_01303	-	324	IPR010866_auto	-	428	1.1e-12	44.8	0.0	1	1	7.7e-16	1.4e-12	44.5	0.0	37	298	3	287	1	318	0.65	hypothetical	protein
PROKKA_ERR688641_531333_SZAXPI021645-90_bin.29.faa_OGOAOFOI_00338	-	335	IPR010866_auto	-	428	3.7e-14	48.1	3.6	1	1	8.4e-17	4.8e-14	47.7	3.6	40	324	12	299	2	328	0.63	hypothetical	protein
PROKKA_ERR688538_31424_SZAXPI021925-43_bin.76.faa_EHOMNGHP_00023	-	238	IPR010866_auto	-	428	0.00047	15.7	0.0	1	1	1e-06	0.00055	15.5	0.0	148	269	84	206	51	229	0.66	ABC	transporter	ATP-binding
PROKKA_ERR688538_31424_SZAXPI021925-43_bin.76.faa_EHOMNGHP_00310	-	244	IPR010866_auto	-	428	0.005	12.4	0.0	1	1	9.1e-06	0.005	12.4	0.0	189	272	107	201	40	240	0.67	Choline	transport	ATP-binding
PROKKA_ERR688564_31749_SZAXPI022057-158_bin.39.faa_PHCEOFFE_02371	-	170	IPR010866_auto	-	428	0.013	12.6	0.1	1	1	3.8e-06	0.013	12.6	0.1	151	229	63	169	13	170	0.61	hypothetical	protein
PROKKA_ERR688553_31549_SZAXPI021663-23_bin.68.faa_AANCPIAB_00287	-	233	IPR010866_auto	-	428	0.00045	15.4	0.0	1	1	1.3e-06	0.00055	15.1	0.0	148	269	84	206	66	225	0.63	ABC	transporter	ATP-binding
PROKKA_ERR688553_31549_SZAXPI021663-23_bin.68.faa_AANCPIAB_00603	-	244	IPR010866_auto	-	428	0.0029	12.7	0.0	1	1	7.2e-06	0.003	12.7	0.0	186	272	98	201	31	240	0.65	Choline	transport	ATP-binding
PROKKA_ERR688602_530172_SZAXPI021944-142_bin.23.faa_JLGLONMA_02219	-	182	IPR010866_auto	-	428	0.0001	19.2	0.7	1	2	4.7e-08	0.00013	18.9	0.3	205	265	27	103	5	146	0.77	Histidine	biosynthesis	bifunctional
PROKKA_ERR688602_530172_SZAXPI021944-142_bin.23.faa_JLGLONMA_02219	-	182	IPR010866_auto	-	428	0.0001	19.2	0.7	2	2	0.077	2.1e+02	-1.6	0.0	132	168	132	168	105	181	0.64	Histidine	biosynthesis	bifunctional
PROKKA_ERR688621_530403_SZAXPI022083-102_bin.13.faa_JONDKPPP_01558	-	361	IPR010866_auto	-	428	4.1e-14	49.7	0.6	1	1	2.7e-17	5.4e-14	49.4	0.6	36	308	7	325	1	326	0.47	hypothetical	protein
PROKKA_ERR688628_530697_SZAXPI021724-36_bin.85.faa_IOCCJNED_00655	-	237	IPR010866_auto	-	428	0.0028	13.1	0.0	1	1	6.4e-06	0.0033	12.9	0.0	148	265	84	200	65	229	0.63	Lipoprotein-releasing	system	ATP-binding
PROKKA_ERR688628_530697_SZAXPI021724-36_bin.85.faa_IOCCJNED_01053	-	244	IPR010866_auto	-	428	0.0032	12.9	0.0	1	1	6.3e-06	0.0033	12.9	0.0	186	272	98	201	31	240	0.66	Choline	transport	ATP-binding
PROKKA_ERR688625_530558_SZAXPI021931-89_bin.24.faa_EEMPLBCJ_00647	-	355	IPR010866_auto	-	428	4.4e-14	49.1	0.1	1	1	4.1e-17	5.4e-14	48.8	0.1	37	308	3	320	1	341	0.55	hypothetical	protein
PROKKA_ERR688585_530026_SZAXPI021930-88_bin.41.faa_IMGPCFMC_00819	-	170	IPR010866_auto	-	428	0.0045	12.6	0.1	1	1	3.8e-06	0.0046	12.6	0.1	151	229	63	169	13	170	0.61	hypothetical	protein
PROKKA_ERR688546_31477_SZAXPI022080-95_bin.82.faa_OPBHGMCK_00688	-	322	IPR010866_auto	-	428	4.7e-14	48.4	0.0	1	1	6.5e-17	5.6e-14	48.1	0.0	37	297	3	284	1	315	0.66	hypothetical	protein
PROKKA_ERR688574_31873_SZAXPI021690-169_bin.41.faa_HBNIKFDM_00400	-	368	IPR010866_auto	-	428	1.2e-20	70.3	0.3	1	1	4.1e-23	1.4e-20	70.1	0.3	38	330	2	310	1	354	0.63	hypothetical	protein
PROKKA_ERR688574_31873_SZAXPI021690-169_bin.41.faa_HBNIKFDM_00403	-	569	IPR010866_auto	-	428	5.2e-15	51.8	4.4	1	1	2e-17	6.8e-15	51.4	3.8	38	340	2	338	1	397	0.58	hypothetical	protein
PROKKA_ERR688574_31873_SZAXPI021690-169_bin.41.faa_HBNIKFDM_00652	-	336	IPR010866_auto	-	428	0.00077	15.0	0.1	1	1	2.9e-06	0.001	14.6	0.1	181	268	88	202	44	226	0.61	Methionine	import	ATP-binding
PROKKA_ERR688507_31021_SZAXPI022043-90_bin.26.faa_IMBPJNPI_01457	-	361	IPR010866_auto	-	428	1.9e-15	54.5	1.4	1	1	1.9e-18	2.4e-15	54.2	1.4	37	309	3	327	1	335	0.51	hypothetical	protein
PROKKA_ERR688507_31021_SZAXPI022043-90_bin.26.faa_IMBPJNPI_00017	-	501	IPR010866_auto	-	428	0.0028	14.4	0.1	1	1	3.9e-06	0.0049	13.6	0.1	177	268	94	203	15	233	0.65	Galactose/methyl	galactoside	import
PROKKA_ERR688586_530028_SZAXPI021939-113_bin.45.faa_FOMJPOKH_02527	-	361	IPR010866_auto	-	428	1.9e-15	54.5	1.4	1	1	1.9e-18	2.4e-15	54.2	1.4	37	309	3	327	1	335	0.51	hypothetical	protein
PROKKA_ERR688586_530028_SZAXPI021939-113_bin.45.faa_FOMJPOKH_01152	-	501	IPR010866_auto	-	428	0.0029	14.4	0.1	1	1	3.9e-06	0.005	13.6	0.1	177	268	94	203	15	233	0.65	Galactose/methyl	galactoside	import
PROKKA_ERR688546_31477_SZAXPI022080-95_bin.56.faa_KGLCGPCE_00996	-	354	IPR010866_auto	-	428	3.4e-11	40.1	0.0	1	1	2e-14	3.9e-11	39.9	0.0	38	320	9	299	1	340	0.63	hypothetical	protein
PROKKA_ERR688579_31878_SZAXPI021664-24_bin.19.faa_MFBCBCGJ_00838	-	168	IPR010866_auto	-	428	3.6e-08	30.3	0.0	1	1	1.8e-11	3.9e-08	30.2	0.0	222	316	44	135	7	159	0.70	hypothetical	protein
PROKKA_ERR688622_530444_SZAXPI022087-89_bin.24.faa_OELFECMK_01187	-	324	IPR010866_auto	-	428	5e-13	46.0	0.0	1	1	3.3e-16	6.1e-13	45.7	0.0	37	298	3	287	1	319	0.64	hypothetical	protein
PROKKA_ERR688646_531414_SZAXPI022072-47_bin.37.faa_EOLIFHLN_00879	-	322	IPR010866_auto	-	428	1.6e-13	47.7	0.0	1	1	1e-16	2e-13	47.4	0.0	37	297	3	284	1	314	0.65	hypothetical	protein
PROKKA_ERR688636_531155_SZAXPI021635-32_bin.62.faa_BBJIOPJC_00196	-	361	IPR010866_auto	-	428	1.9e-14	49.8	0.6	1	1	4.9e-17	2.4e-14	49.5	0.6	36	308	7	325	1	326	0.48	hypothetical	protein
PROKKA_ERR688636_531155_SZAXPI021635-32_bin.62.faa_BBJIOPJC_00276	-	480	IPR010866_auto	-	428	8.7e-07	24.6	1.1	1	1	2.8e-09	1.4e-06	23.9	1.1	147	314	232	401	31	455	0.71	hypothetical	protein
PROKKA_ERR688610_530295_SZAXPI022047-102_bin.91.faa_CLEFDJOG_01057	-	367	IPR010866_auto	-	428	1.1e-16	58.1	0.3	1	1	6.8e-20	1.3e-16	57.9	0.3	36	318	6	344	1	362	0.57	hypothetical	protein
PROKKA_ERR688589_530041_SZAXPI021954-25_bin.7.faa_MNMAMOAK_00904	-	256	IPR010866_auto	-	428	7e-10	35.3	0.0	1	1	5.9e-13	8.7e-10	35.0	0.0	134	297	25	218	5	249	0.64	hypothetical	protein
PROKKA_ERR688603_530177_SZAXPI021962-45_bin.26.faa_PNLMPKDI_01125	-	232	IPR010866_auto	-	428	0.0021	13.9	0.2	1	1	1.7e-06	0.0025	13.7	0.2	147	256	12	139	3	187	0.73	Malonyl-[acyl-carrier	protein]	O-methyltransferase
PROKKA_ERR688541_31446_SZAXPI021629-16_bin.10.faa_AHFHOBGE_02477	-	376	IPR010866_auto	-	428	0.015	13.5	0.1	1	1	2.2e-06	0.016	13.4	0.1	155	272	85	244	16	352	0.66	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate	2-epimerase
PROKKA_ERR688539_31428_SZAXPI021957-33_bin.39.faa_BGLMDADO_00511	-	346	IPR010866_auto	-	428	5.4e-16	54.5	0.4	1	1	9.8e-19	7.2e-16	54.1	0.4	28	314	8	310	2	335	0.50	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.43.faa_FAEOOJKL_01564	-	319	IPR010866_auto	-	428	6.1e-15	53.3	1.2	1	1	2e-18	7e-15	53.1	1.2	124	326	75	286	2	317	0.61	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.56.faa_HPHGLJDB_00471	-	138	IPR010866_auto	-	428	1.7e-19	66.8	0.2	1	1	2.9e-22	1.8e-19	66.7	0.2	218	317	14	107	2	135	0.83	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.56.faa_HPHGLJDB_00297	-	841	IPR010866_auto	-	428	8.2e-05	18.4	0.3	1	2	0.29	1.7e+02	-2.5	0.2	182	182	289	289	194	374	0.54	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.56.faa_HPHGLJDB_00297	-	841	IPR010866_auto	-	428	8.2e-05	18.4	0.3	2	2	1.4e-07	8.2e-05	18.4	0.3	245	325	685	761	499	831	0.68	hypothetical	protein
PROKKA_ERR688515_31188_SZAXPI021653-113_bin.64.faa_HNAPHOPC_00278	-	339	IPR010866_auto	-	428	1.7e-09	34.1	0.0	1	1	2.8e-12	4.2e-09	32.8	0.0	38	308	3	287	1	312	0.57	hypothetical	protein
PROKKA_ERR688599_530163_SZAXPI022060-16_bin.1.faa_FIMKJGLK_04673	-	170	IPR010866_auto	-	428	0.02	12.6	0.1	1	1	7.6e-06	0.021	12.6	0.1	151	229	63	169	13	170	0.61	hypothetical	protein
PROKKA_ERR688599_530163_SZAXPI022060-16_bin.1.faa_FIMKJGLK_04567	-	353	IPR010866_auto	-	428	0.053	11.2	0.0	1	1	2.6e-05	0.069	10.9	0.0	220	288	135	207	55	238	0.69	Vitamin	B12	import
PROKKA_ERR688540_31431_SZAXPI021946-166_bin.19.faa_CHFNLFDG_01441	-	314	IPR010866_auto	-	428	2.5e-09	34.0	0.0	1	1	3.3e-12	6.4e-09	32.6	0.0	38	301	3	278	1	306	0.54	hypothetical	protein
PROKKA_ERR688522_31256_SZAXPI021671-62_bin.49.faa_AKGEECHA_00643	-	314	IPR010866_auto	-	428	1.6e-09	34.6	0.0	1	1	1.8e-12	3.7e-09	33.4	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
PROKKA_ERR688509_31071_SZAXPI022073-62_bin.18.faa_JPFBLNIC_00660	-	170	IPR010866_auto	-	428	0.0028	12.6	0.1	1	1	3.8e-06	0.0029	12.6	0.1	151	229	63	169	13	170	0.61	hypothetical	protein
PROKKA_ERR688621_530403_SZAXPI022083-102_bin.39.faa_IJEICGAM_01859	-	314	IPR010866_auto	-	428	1.5e-09	34.7	0.0	1	1	1.8e-12	3.5e-09	33.5	0.0	38	301	3	278	1	308	0.56	hypothetical	protein
PROKKA_ERR710426_532749_RSZAXPI000649-16_bin.13.faa_EJBFHKAB_00448	-	398	IPR010866_auto	-	428	7.6e-11	38.1	6.4	1	1	2.5e-13	9.3e-11	37.8	6.4	81	340	53	349	5	394	0.54	hypothetical	protein
PROKKA_ERR710426_532749_RSZAXPI000649-16_bin.13.faa_EJBFHKAB_00349	-	309	IPR010866_auto	-	428	1.1e-10	37.5	4.1	1	1	3.7e-13	1.4e-10	37.3	4.1	36	313	1	279	1	304	0.56	hypothetical	protein
PROKKA_ERR710426_532749_RSZAXPI000649-16_bin.13.faa_EJBFHKAB_00688	-	459	IPR010866_auto	-	428	0.00022	16.8	4.7	1	1	1.1e-06	0.00039	16.0	4.7	39	325	67	404	23	449	0.51	hypothetical	protein
PROKKA_ERR688543_31450_SZAXPI021674-45_bin.28.faa_FNFMBNDK_00432	-	249	IPR010866_auto	-	428	0.0099	12.7	0.1	1	1	4.1e-06	0.012	12.5	0.1	185	264	80	180	38	208	0.61	ABC	transporter	ATP-binding
PROKKA_ERR688528_31300_SZAXPI022049-109_bin.64.faa_BIIAPCKM_00790	-	361	IPR010866_auto	-	428	4.5e-14	49.7	0.6	1	1	2.7e-17	5.9e-14	49.4	0.6	36	308	7	325	1	326	0.47	hypothetical	protein
PROKKA_ERR688582_31881_SZAXPI021630-17_bin.55.faa_IHAMPCGG_00677	-	290	IPR010866_auto	-	428	3.3e-18	61.7	5.5	1	1	5.7e-21	3.8e-18	61.5	5.5	137	331	25	256	2	285	0.57	hypothetical	protein
PROKKA_ERR710430_532826_RSZAXPI000653-20_bin.10.faa_EJOFPLBK_02070	-	337	IPR010866_auto	-	428	1.2e-22	78.1	3.2	1	1	6.3e-26	1.5e-22	77.8	3.2	63	312	23	296	2	327	0.56	hypothetical	protein
PROKKA_ERR688642_531352_SZAXPI021718-21_bin.65.faa_KKHLGJFC_00842	-	498	IPR010866_auto	-	428	1.9e-09	34.7	0.0	1	1	1e-12	2.6e-09	34.2	0.0	144	316	227	465	168	489	0.61	hypothetical	protein
PROKKA_ERR688533_31360_SZAXPI022068-36_bin.78.faa_MIHKNDOF_01709	-	322	IPR010866_auto	-	428	1.4e-13	47.9	0.0	1	1	9e-17	1.7e-13	47.6	0.0	37	297	3	284	1	314	0.67	hypothetical	protein
PROKKA_ERR688570_31868_SZAXPI021666-33_bin.44.faa_DFJLKNFP_00101	-	238	IPR010866_auto	-	428	0.00034	15.5	0.0	1	1	6.3e-07	0.00042	15.2	0.0	148	269	84	206	66	230	0.64	ABC	transporter	ATP-binding
PROKKA_ERR688586_530028_SZAXPI021939-113_bin.16.faa_CKPLAGKI_01016	-	324	IPR010866_auto	-	428	1.1e-12	45.0	0.0	1	1	6.9e-16	1.3e-12	44.7	0.0	37	309	3	299	1	320	0.62	hypothetical	protein
PROKKA_ERR710426_532749_RSZAXPI000649-16_bin.41.faa_GDKPMOMO_00336	-	182	IPR010866_auto	-	428	6.1e-05	19.4	0.3	1	1	5.1e-08	9.7e-05	18.8	0.1	205	265	27	103	5	127	0.75	Histidine	biosynthesis	bifunctional
PROKKA_ERR688640_531281_SZAXPI021665-25_bin.34.faa_ANMNNKJP_01025	-	340	IPR010866_auto	-	428	0.0027	14.8	2.9	1	1	1.1e-05	0.019	12.0	2.9	54	234	19	285	1	310	0.53	hypothetical	protein
PROKKA_ERR688640_531281_SZAXPI021665-25_bin.34.faa_ANMNNKJP_02752	-	451	IPR010866_auto	-	428	0.02	11.9	0.1	1	2	0.4	6.7e+02	-3.0	0.0	222	233	79	94	21	128	0.58	hypothetical	protein
PROKKA_ERR688640_531281_SZAXPI021665-25_bin.34.faa_ANMNNKJP_02752	-	451	IPR010866_auto	-	428	0.02	11.9	0.1	2	2	2.2e-05	0.036	11.1	0.1	258	341	240	331	155	441	0.70	hypothetical	protein
PROKKA_ERR688516_31219_SZAXPI021965-84_bin.11.faa_BOKPAJJD_00499	-	314	IPR010866_auto	-	428	1.8e-09	34.4	0.0	1	1	2.3e-12	4.4e-09	33.1	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
PROKKA_ERR688558_31685_SZAXPI021691-140_bin.33.faa_IJDFMFBA_00323	-	231	IPR010866_auto	-	428	0.0055	12.4	0.3	1	1	4.8e-06	0.0063	12.3	0.3	200	296	99	211	42	222	0.62	putative	ABC	transporter
PROKKA_ERR688634_530890_SZAXPI021648-95_bin.21.faa_DHBEPINF_00583	-	361	IPR010866_auto	-	428	2.9e-14	49.9	0.6	1	1	2.4e-17	3.7e-14	49.5	0.6	36	308	7	325	1	326	0.48	hypothetical	protein
PROKKA_ERR688569_31866_SZAXPI021631-20_bin.39.faa_JDAFLJKK_00393	-	170	IPR010866_auto	-	428	0.02	12.6	0.1	1	1	3.8e-06	0.02	12.6	0.1	151	229	63	169	13	170	0.61	hypothetical	protein
PROKKA_ERR688572_31871_SZAXPI021652-111_bin.8.faa_ALKGNNPF_00538	-	237	IPR010866_auto	-	428	0.0021	13.4	0.0	1	1	2.5e-06	0.0024	13.2	0.0	148	265	84	200	56	229	0.66	Bacitracin	export	ATP-binding
PROKKA_ERR688629_530705_SZAXPI021936-102_bin.65.faa_HGCAPOFB_01368	-	314	IPR010866_auto	-	428	1.3e-09	34.4	0.0	1	1	2.3e-12	3.1e-09	33.1	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
